Names,Dates,Locations,Tweets,Polarity,Sentiment
eventshotspots,2020-12-20 15:44:48,"abuja lagos,enugu, ph and more","['rt', 'enugugod', '20', 'art', 'works', 'with', 'the', 'most', 'creative', 'artists', 'evervenue', 'is', 'shoprite', 'polo', 'park', 'mall', 'enuguohhhbefore', 'i', 'forgetwe', 'are']",-0.6,very_negative
dominikiel77,2020-12-20 15:44:34,enugu ,"['rt', 'tboidman', '20', 'art', 'works', 'with', 'the', 'most', 'creative', 'artists', 'everdont', 'miss', 'this', 'tomorrowit', 'super', 'lit', 'coalcity', 'the042network', 'venue']",0.4,positive
kingkangaba,2020-12-20 15:44:25,malawi,"['prayzangel', 'nah', 'didnt', 'i', 'see', 'shoprite', 'opposite', 'the', 'bus', 'deport']",0.1,positive
nontoko1,2020-12-20 15:41:07,"johannesburg , eastern cape ","['rt', 'victorgreatree', 'last', 'night', 'a', 'robbery', 'took', 'place', 'at', 'shoprite', 'overflow', 'warehouse', 'on', 'lower', 'germiston', 'rd', 'johannesburg', 'south', 'gauteng', 'suspe']",0.0,neutral
victorgreatree,2020-12-20 15:40:00,"durban, south africa","['last', 'night', 'a', 'robbery', 'took', 'place', 'at', 'shoprite', 'overflow', 'warehouse', 'on', 'lower', 'germiston', 'rd', 'johannesburg', 'south', 'gauteng', 's']",0.88,very_positive
caroltiyelesa,2020-12-20 15:35:19,nootka sound island ,"['rt', 'fmwenge', 'in', 'strict', 'bemba', 'tradition', 'the', 'chicken', 'gizzard', 'is', 'exclusively', 'for', 'the', 'man', 'of', 'the', 'house', 'due', 'to', 'trade', 'liberalization', 'shoprite']",0.5,very_positive
ayo_alaade,2020-12-20 15:34:00,,"['phillkallings', 'epicureanwitch', 'blaqjoker91', '4th', 'street', 'no', 'teach', '1500', 'for', 'shoprite']",-0.2,negative
sikhosanasa,2020-12-20 15:33:57,empumelelweni ,"['vusithembekwayo', 'i', 'will', 'wait', 'for', 'pick', 'n', 'pay', 'and', 'shoprite', 'staff', 'to', 'answer', 'that']",0.42,positive
sisiphili,2020-12-20 15:32:51,,"['fkolobe', 'sekhuthe13', 'shopritesa', 'scam']",0.88,very_positive
mukie_enauq,2020-12-20 15:32:45,,"['rt', 'guinnessuganda', 'get', 'in', 'the', 'festive', 'mood', 'with', 'the', 'new', 'and', 'exciting', 'guinness', 'cansavailable', 'on', 'jumiaug', 'via', 'a']",0.88,very_positive
queentsi,2020-12-20 15:31:49,namibia,"['me', 'too', 'shoprite', 'door']",0.0,neutral
thatthickjessie,2020-12-20 15:27:18,"lagos, nigeria","['im', 'so', 'high', 'i', 'went', 'to', 'shoprite', 'because', 'why', 'not', 'i', 'reached', 'for', 'some', 'cookie', 'dough', 'amp', 'so', 'did', 'someone', 'else', 'at', 'the', 'same', 't']",0.42,positive
jbon0tv,2020-12-20 15:25:10,"new jersey, usa","['earth8me', 'dairy', 'clerk', 'at', 'shoprite', 'was', 'fun', 'while', 'it', 'lasted']",0.0,neutral
stillabouttay,2020-12-20 15:23:21,,"['go', 'to', 'pinhos', 'shoprite', 'or', 'sams', 'club']",0.0,neutral
taesayszipit,2020-12-20 15:23:11,ᴛᴀᴇʜʏᴜɴɢɪsᴛ / ɴᴏᴛ ᴀʀᴍʏ,"['rt', 'btsvnigeria', 'vday', 'in', 'nigeria', 'a', 'billboard', 'ad', 'will', 'be', 'displayed', 'and', 'it', 'will', 'run', 'for', '2', 'days', 'from', '30th', 'to', '31st', 'of', 'dec', 'location', 'insi']",0.5,very_positive
heathertete,2020-12-20 15:20:39,"seoul, republic of korea","['rt', 'btsvnigeria', 'vday', 'in', 'nigeria', 'a', 'billboard', 'ad', 'will', 'be', 'displayed', 'and', 'it', 'will', 'run', 'for', '2', 'days', 'from', '30th', 'to', '31st', 'of', 'dec', 'location', 'insi']",-0.6,very_negative
skinnymiumiu,2020-12-20 15:20:33,19! she/her,"['i', 'cant', 'believe', 'i', 'was', 'at', 'shoprite', 'at', '730', 'am', 'so', 'it', 'wouldnt', 'be', 'too', 'crowded', 'and', 'there', 'was', 'still', 'like', '50', 'other', 'people', 'in', 'the', 'store']",0.2,positive
samuelhorla,2020-12-20 15:18:03,moon,"['just', 'a', 'reminder', 'that', 'shoprite', 'pasta', 'seafood', 'is', 'wackthank', 'you']",0.1,positive
majordrip4,2020-12-20 15:15:51,earth,"['bouncingeve', 'if', 'i', 'take', '6m', 'go', 'shopping', 'for', 'shoprite', 'omo', 'na', 'steady', 'clubbing', 'for', 'my', 'crib', 'oh']",0.5,very_positive
josephmjamison,2020-12-20 15:14:18,happiness is where i am,"['theroosterrises', 'lol', 'you', 'sent', 'me', 'a', 'negative', 'tweet', 'i', 'just', 'confirmed', 'that', 'they', 'did', 'not', 'play', 'well', 'and', 'i', 'congratula']",0.0,neutral
winniexhq,2020-12-20 15:12:33,🇲🇼,"['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.49,positive
flamaj_,2020-12-20 15:12:02,nigeria,"['xdedamola', 'the', 'spot', 'beside', 'shoprite', 'by', 'the', 'left']",0.0,neutral
chocomochayeh,2020-12-20 15:05:51,🇵🇭,"['rt', 'btsvnigeria', 'vday', 'in', 'nigeria', 'a', 'billboard', 'ad', 'will', 'be', 'displayed', 'and', 'it', 'will', 'run', 'for', '2', 'days', 'from', '30th', 'to', '31st', 'of', 'dec', 'location', 'insi']",0.0,neutral
malarchist1,2020-12-20 15:03:04,south sandwich,"['foodenvee', 'sainsburys', 'when', 'in', 'the', 'ukleader', 'price', 'when', 'in', 'france', 'billa', 'when', 'in', 'austria', 'shoprite', 'when', 'in', 'so']",0.0,neutral
deborahc793,2020-12-20 15:01:54,johannesburg,"['rt', 'crimeairnetwork', 'armed', 'robbery', 'shoprite', 'checkers', 'overflow', 'warehouse', 'lower', 'germiston', 'rd', 'germiston', 'coe', 'gp', 'multiple', 'perps', 'all', 'dress']",0.0,neutral
ikukuomac,2020-12-20 14:57:16,,"['rt', 'enugugod', '20', 'art', 'works', 'with', 'the', 'most', 'creative', 'artists', 'evervenue', 'is', 'shoprite', 'polo', 'park', 'mall', 'enuguohhhbefore', 'i', 'forgetwe', 'are']",0.49,positive
mrquana,2020-12-20 14:56:50,"chelsworth, england","['fkolobe', 'shopritesa', 'legit', 'braso', 'go']",0.0,neutral
ru86900012,2020-12-20 14:52:00,,"['rt', 'btsvnigeria', 'vday', 'in', 'nigeria', 'a', 'billboard', 'ad', 'will', 'be', 'displayed', 'and', 'it', 'will', 'run', 'for', '2', 'days', 'from', '30th', 'to', '31st', 'of', 'dec', 'location', 'insi']",0.3,positive
kakolatemullar,2020-12-20 14:48:12,,"['owotide', 'you', 'even', 'go', 'shoprite', 'go', 'buy', 'the', 'sniper', 'when', 'you', 'are', 'big', 'you', 'are', 'big', 'abeg']",0.4,positive
copietersen,2020-12-20 14:45:40,,"['shopritesa', 'thanks', 'please', 'do']",0.0,neutral
uncledonmafiolo,2020-12-20 14:43:51,johannesburg,"['ziphowoji', 'the', 'ladies', 'at', 'shoprite']",0.42,positive
mr_kfb_mw,2020-12-20 14:40:51,malawi (mw) lilongwe (l~city),"['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",-0.6,very_negative
shoprite_sa,2020-12-20 14:40:23,south africa,"['copietersen', 'hi', 'charles', 'thank', 'you', 'for', 'bringing', 'this', 'to', 'our', 'attention', 'we', 'can', 'assure', 'you', 'that', 'we', 'will', 'follow', 'up', 'and']",0.42,positive
agarasariki,2020-12-20 14:37:05,nigeria,"['rt', 'mexioni', 'the', 'number', 'of', 'ladies', 'at', 'the', 'spar', 'or', 'shoprite', 'without', 'bra', 'these', 'days', 'is', 'alarming', 'more', 'like', '710', 'these', 'days', 'a', 'light', 'tee', 'shirt']",-0.2,negative
mexioni,2020-12-20 14:36:21,lagos,"['the', 'number', 'of', 'ladies', 'at', 'the', 'spar', 'or', 'shoprite', 'without', 'bra', 'these', 'days', 'is', 'alarming', 'more', 'like', '710', 'these', 'days', 'a', 'light']",0.04,positive
kunleabdul_,2020-12-20 14:33:57,lagos,"['please', 'dont', 'the', 'bread', 'alone', 'ooi', 'dey', 'come', 'chop', 'am', 'with', 'youlagos', 'amp', 'unpredictable', 'time', 'wasting', 'traffici', 'had', 'been']",0.0,neutral
tea_buddyenugu,2020-12-20 14:33:29,"enugu, nigeria","['rt', 'enugugod', '20', 'art', 'works', 'with', 'the', 'most', 'creative', 'artists', 'evervenue', 'is', 'shoprite', 'polo', 'park', 'mall', 'enuguohhhbefore', 'i', 'forgetwe', 'are']",0.21,positive
abutii_ola,2020-12-20 14:32:29,,"['rude', 'tournament', 'fixture', 'taxi', 'drivers', 'vs', 'polo', 'owners', 'shoprite', 'cashiers', 'vs', 'nurses']",0.31,positive
nectar_francis,2020-12-20 14:31:22,global citizen,"['itizidavid', 'themainman', 'youre', 'quite', 'correct', 'i', 'once', 'said', 'same', 'until', 'i', 'had', 'a', 'sip', 'instantly', 'got', 'hooked', 'problem', 'r']",0.0,neutral
shoprite_sa,2020-12-20 14:24:54,south africa,"['motlanakgaugel1', 'hi', 'kgaugelo', 'we', 'are', 'sorry', 'to', 'see', 'this', 'we', 'want', 'our', 'customers', 'to', 'receive', 'quality', 'products', 'at', 'all', 'ti']",0.0,neutral
gerryma84913610,2020-12-20 14:23:56,,"['shopritestores', 'shoprite', 'has', 'the', 'worst', 'website', 'never', 'loads', 'always', 'has', 'issues', 'acme', 'is', 'much', 'better']",-0.6,very_negative
beauteene,2020-12-20 14:22:14,"calabar, nigeria","['martinzz7', 'as', 'in', 'ehhe', 'fit', 'even', 'be', 'shoprite']",1.0,very_positive
motlanakgaugel1,2020-12-20 14:20:13,south africa,"['frimax', 'i', 'bought', 'frinax', 'corn', 'snack', 'smoked', 'beef', 'flavoured', 'at', 'shopritesa', 'and', 'almost', 'all', 'the', 'packets', 'are', 'open', 'which']",0.1,positive
thusimphahlele,2020-12-20 14:18:36,"pretoria, south africa","['fkolobe', 'shopritesa', 'looks', 'very', 'scamy']",0.3,positive
the_lad_guy1,2020-12-20 14:17:53,"blantyre, malawi ","['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.36,positive
iam_thonii,2020-12-20 14:13:44,palm wine tree🌴,"['rt', 'enugugod', '20', 'art', 'works', 'with', 'the', 'most', 'creative', 'artists', 'evervenue', 'is', 'shoprite', 'polo', 'park', 'mall', 'enuguohhhbefore', 'i', 'forgetwe', 'are']",0.4,positive
_chidiogo,2020-12-20 14:12:54,nigeria ,"['rt', 'enugugod', '20', 'art', 'works', 'with', 'the', 'most', 'creative', 'artists', 'evervenue', 'is', 'shoprite', 'polo', 'park', 'mall', 'enuguohhhbefore', 'i', 'forgetwe', 'are']",0.4,positive
owobanks,2020-12-20 14:12:36,🇨🇭,"['brysonadahcole', 'i', 'do', 'see', 'one', 'lovely', 'car', 'on', 'shoprite', 'shelf', 'you', 'will', 'love', 'it']",0.4,positive
bylungi,2020-12-20 14:12:00,"durban, south africa","['heygabstersd', 'i', 'like', 'this', 'idea', 'my', 'aunt', 'used', 'to', 'buy', 'those', 'shopritecheckers', 'stamps', 'through', 'the', 'year', 'to', 'spend', 'at', 'christmas', 'time']",0.0,neutral
zinhlimbalil,2020-12-20 14:08:43,"nelspruit, south africa","['nkabindenkabs', 'but', 'why', 'shoprite', 'than', 'other', 'retailers']",0.3,positive
galsshopper,2020-12-20 14:08:35,new york,"['shop', 'looking', 'up', 'n', 'hands', 'free', 'shoprite', 'walmart', 'samsclub', 'wholefoods', 'target', 'costco', 'bjs', 'lowes', 'homedeport']",0.57,very_positive
nkabindenkabs,2020-12-20 14:08:01,vaal de duer,"['zinhlimbalil', 'no', 'shoprite']",0.0,neutral
copietersen,2020-12-20 14:07:40,,"['shopritesa', 'hi', 'there', 'im', 'disappointed', 'in', 'parow', 'voortrekker', 'road', 'bakery', 'staff', 'they', 'work', 'with', 'food', 'their', 'and', 'all', 'th']",0.42,positive
barrybridges12,2020-12-20 14:05:48,,"['1crzygranny', 'missygh', 'gregabbotttx', 'or', 'apparently', 'mcdonalds', 'wendys', 'taco', 'bell', 'shoprite', 'none', 'of', 'those', 'places', 'coul']",0.36,positive
chimebuka7,2020-12-20 14:05:23,"lagos, nigeria","['who', 'go', 'shoprite', 'to', 'buy', 'snipper', 'never', 'ready', 'to', 'commit', 'suicide']",1.0,very_positive
shoprite_sa,2020-12-20 14:04:44,south africa,"['pearlly90', 'thank', 'you', 'for', 'the', 'positive', 'feedback', 'iviwe', 'we', 'are', 'glad', 'we', 'were', 'able', 'to', 'assist']",0.0,neutral
annisapaundra,2020-12-20 14:02:41,,"['rt', 'btsvnigeria', 'vday', 'in', 'nigeria', 'a', 'billboard', 'ad', 'will', 'be', 'displayed', 'and', 'it', 'will', 'run', 'for', '2', 'days', 'from', '30th', 'to', '31st', 'of', 'dec', 'location', 'insi']",0.0,neutral
przienet,2020-12-20 13:59:29,johannesburg,"['rt', 'lucinthati', 'cityekurhuleni', 'this', 'is', 'tokoza', 'next', 'to', 'shoprite', 'i', 'dont', 'understand', 'why', 'ppl', 'do', 'this', 'seriously']",1.0,very_positive
julietamaka18,2020-12-20 13:54:25,nigeria,"['rt', 'enugugod', '20', 'art', 'works', 'with', 'the', 'most', 'creative', 'artists', 'evervenue', 'is', 'shoprite', 'polo', 'park', 'mall', 'enuguohhhbefore', 'i', 'forgetwe', 'are']",0.78,very_positive
stray8ken,2020-12-20 13:53:27,"new location, paradise","['brysonadahcole', 'check', 'shoprite']",0.0,neutral
dangcebzin,2020-12-20 13:46:38,"mtubatuba, south africa","['christmas', 'shopping', 'nomahshoprite', 'im', 'tired']",1.0,very_positive
skeikhali1,2020-12-20 13:44:49,"منڈی بوریوالہ, پاکستان","['rt', 'ausambgha', 'at', 'the', 'ivorian', 'behind', 'shoprite', 'tonight', 'in', 'osu', 'for', 'some', 'of', 'the', 'best', 'west', 'african', 'food', 'ive', 'ever', 'tasted', 'im', 'having', 'grilled', 'ch']",0.0,neutral
ada_kodi,2020-12-20 13:42:18,"enugu, nigeria ","['rt', 'enugugod', '20', 'art', 'works', 'with', 'the', 'most', 'creative', 'artists', 'evervenue', 'is', 'shoprite', 'polo', 'park', 'mall', 'enuguohhhbefore', 'i', 'forgetwe', 'are']",0.5,very_positive
clareuche,2020-12-20 13:41:47,in the presence of abba,"['rt', 'tboidman', '20', 'art', 'works', 'with', 'the', 'most', 'creative', 'artists', 'everdont', 'miss', 'this', 'tomorrowit', 'super', 'lit', 'coalcity', 'the042network', 'venue']",0.0,neutral
fantaschick_,2020-12-20 13:41:18, enugu ,"['rt', 'enugugod', '20', 'art', 'works', 'with', 'the', 'most', 'creative', 'artists', 'evervenue', 'is', 'shoprite', 'polo', 'park', 'mall', 'enuguohhhbefore', 'i', 'forgetwe', 'are']",0.78,very_positive
winniechaps,2020-12-20 13:41:16,earth,"['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.2,positive
mimipinkberry,2020-12-20 13:37:56,enugu,"['rt', 'enugugod', '20', 'art', 'works', 'with', 'the', 'most', 'creative', 'artists', 'evervenue', 'is', 'shoprite', 'polo', 'park', 'mall', 'enuguohhhbefore', 'i', 'forgetwe', 'are']",0.42,positive
zawadi__,2020-12-20 13:32:47,,"['sbwl', 'going', 'grocery', 'shopping', 'and', 'shoprite', 'tells', 'my', 'my', 'total', 'is', 'zero']",0.0,neutral
djlady_di,2020-12-20 13:31:58,"cape town, south africa","['shopritesa', 'will', 'do']",1.0,very_positive
adanne_ya,2020-12-20 13:31:03,in your dreams 💝,"['rt', 'enugugod', '20', 'art', 'works', 'with', 'the', 'most', 'creative', 'artists', 'evervenue', 'is', 'shoprite', 'polo', 'park', 'mall', 'enuguohhhbefore', 'i', 'forgetwe', 'are']",0.52,very_positive
enugugod,2020-12-20 13:20:49,"enugu, nigeria","['20', 'art', 'works', 'with', 'the', 'most', 'creative', 'artists', 'evervenue', 'is', 'shoprite', 'polo', 'park', 'mall', 'enuguohhhbefore', 'i', 'forge']",0.3,positive
debertcook,2020-12-20 13:15:48,"99 wall street, new york city","['the', 'shoprite', 'lpga', 'classic', 'presented', 'by', 'acer', 'shifts', 'to', 'autumn', 'dates', 'for', '2021']",0.42,positive
madvee_98,2020-12-20 13:12:37,durban,"['rt', 'papakat1', 'you', 'smoked', 'that', 'shoprite', 'checkers', 'neh']",0.42,positive
only1_tnt,2020-12-20 13:07:26,"kampala, uganda","['rt', 'fmwenge', 'in', 'strict', 'bemba', 'tradition', 'the', 'chicken', 'gizzard', 'is', 'exclusively', 'for', 'the', 'man', 'of', 'the', 'house', 'due', 'to', 'trade', 'liberalization', 'shoprite']",0.42,positive
chenaonuorah,2020-12-20 13:06:36,"lagos, nigeria","['its', 'in', 'the', 'supermarket', 'in', 'my', 'areaits', 'also', 'in', 'shoprite']",0.42,positive
tebogo911,2020-12-20 13:06:00,pretoria,"['tonzpk', 'papizwane', 'sindivanzyl', 'shoprite', 'also', 'has', 'it']",0.0,neutral
makaveli781,2020-12-20 13:04:33,,"['luyiblessed', 'afikile06229845', 'shoprite', 'got', 'confused', 'but', 'then', 'again', 'we', 'south', 'african']",0.0,neutral
krissgondwe,2020-12-20 13:04:15,lewiis,"['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.42,positive
ingeniouskillz,2020-12-20 13:02:46,ѕкïℓℓz' ℓy®ï¢αℓ bïℓℓє†,"['midemax', 'whizziwils', 'owotide', 'insensitive', 'to', 'what', 'person', 'go', 'shoprite', 'buy', 'sniper', 'write', 'nonsense', 'for', 'social', 'med']",0.42,positive
zoeydelong,2020-12-20 13:01:53,"blantyre,malawi","['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.0,neutral
theladymei,2020-12-20 12:54:21,,"['been', 'craving', 'shoprite', 'puff', 'puff', 'for', 'days', 'now']",0.0,neutral
nkabindenkabs,2020-12-20 12:47:50,vaal de duer,"['so', 'if', 'bvd', 'ke', 'boxer', 'it', 'means', 'panty', 'ke', 'shoprite']",0.0,neutral
juscloedenise,2020-12-20 12:40:19,"kampala, uganda","['rt', 'guinnessuganda', 'get', 'in', 'the', 'festive', 'mood', 'with', 'the', 'new', 'and', 'exciting', 'guinness', 'cansavailable', 'on', 'jumiaug', 'via', 'a']",0.0,neutral
thisisjeromyray,2020-12-20 12:36:29,"malawi,lilongwe","['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.0,neutral
smilecomsng,2020-12-20 12:33:22,nigeria,"['rogers5791', 'please', 'visit', 'us', 'at', 'adeniran', 'ogunsanya', 'shopping', 'mall', 'shoprite', 'shop', 'b26', 'surulere', 'thank', 'you', 'for', 'choo']",0.36,positive
still_smoking,2020-12-20 12:33:01,"üt: 41.508553,-74.211821","['im', 'at', 'shoprite', 'in', 'montgomery', 'ny']",0.42,positive
jewnbuggy,2020-12-20 12:29:01,fourth reich,"['rt', 'crimeairnetwork', 'armed', 'robbery', 'shoprite', 'checkers', 'overflow', 'warehouse', 'lower', 'germiston', 'rd', 'germiston', 'coe', 'gp', 'multiple', 'perps', 'all', 'dress']",-0.62,very_negative
ngondosimon,2020-12-20 12:26:28,zambia,"['marymbesha', 'tonytheegoon', 'just', 'near', 'shoprite']",1.0,very_positive
chepatuma_mw,2020-12-20 12:24:25,"blantyre, malawi","['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.0,neutral
gaotshenolo,2020-12-20 12:21:41,,"['rt', 'yandii', 'a', 'toy', 'car', 'yase', 'shoprite']",0.3,positive
tumwiine_julius,2020-12-20 12:19:22,"kampala, uganda","['if', 'we', 'decide', 'to', 'meet', 'and', 'you', 'dont', 'look', 'exactly', 'like', 'that', 'profile', 'picturewere', 'going', 'to', 'shoprite', 'liquor', 'and', 'your']",0.78,very_positive
maraenslin,2020-12-20 12:18:39,,"['rt', 'bluehawktactic1', 'robbery', 'shoprite', 'checkers', 'overflow', 'warehouse2', 'x', 'time', 'link', 'trucks', 'also', 'taken', 'robbers', 'all', 'dressed', 'in', 'police', 'uniform']",-0.35,negative
maraenslin,2020-12-20 12:18:30,,"['rt', 'crimeairnetwork', 'armed', 'robbery', 'shoprite', 'checkers', 'overflow', 'warehouse', 'lower', 'germiston', 'rd', 'germiston', 'coe', 'gp', 'multiple', 'perps', 'all', 'dress']",0.43,positive
yandii__,2020-12-20 12:17:24,♡,"['a', 'toy', 'car', 'yase', 'shoprite']",0.0,neutral
skigaani,2020-12-20 12:11:25,forex trader📈📉,"['rt', 'skigaani', 'iamraheem', 'we', 'met', 'today', 'at', 'shoprite', 'lugogo', 'you', 'such', 'a', 'nice', 'person', 'didnt', 'expect', 'you', 'to', 'stand', 'and', 'listen', 'to', 'my', 'silly', 'quest']",1.0,very_positive
skigaani,2020-12-20 12:10:54,forex trader📈📉,"['iamraheem', 'we', 'met', 'today', 'at', 'shoprite', 'lugogo', 'you', 'such', 'a', 'nice', 'person', 'didnt', 'expect', 'you', 'to', 'stand', 'and', 'listen', 'to', 'my', 'silly', 'questions', 'lol']",0.0,neutral
_bernice___,2020-12-20 12:00:36,#endgbv #endhumantraffiking,"['south', 'africa', 'had', 'the', 'army', 'out', 'in', 'the', 'streetsmaking', 'people', 'do', 'frog', 'jumps', 'holding', 'shoprite', 'plastic', 'bags', 'people', 'wer']",0.5,very_positive
shoprite_sa,2020-12-20 12:00:35,south africa,"['seipatim17', 'hi', 'seipati', 'thank', 'you', 'so', 'much', 'for', 'your', 'positive', 'feedback', 'we', 'really', 'appreciate', 'you', 'taking', 'the', 'time', 'to', 's']",0.3,positive
designs_py,2020-12-20 12:00:19,"lilongwe, malawi","['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.3,positive
khaliphaniiii,2020-12-20 12:00:14,johannesburg,"['rt', 'mizzpeehkay', 'smoking', 'that', 'shoprite', 'checkers']",0.2,positive
the_laxa,2020-12-20 11:58:23,malawi,"['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.3,positive
oluwafetty,2020-12-20 11:57:38,"lagos, nigeria","['owotide', 'you', 'waka', 'from', 'your', 'house', 'go', 'shoprite', 'cos', 'you', 'sniperyou', 'don', 'fuck', 'up', 'bruh', 'rip', 'in', 'addy']",1.0,very_positive
dolansm,2020-12-20 11:56:46,capital region nys,"['shoprite', 'deals', 'amp', 'weekly', 'coupon', 'matchups', '12201226']",0.36,positive
nramla,2020-12-20 11:55:57,south africa,"['rt', 'crimeairnetwork', 'armed', 'robbery', 'shoprite', 'checkers', 'overflow', 'warehouse', 'lower', 'germiston', 'rd', 'germiston', 'coe', 'gp', 'multiple', 'perps', 'all', 'dress']",0.0,neutral
agathuscakery,2020-12-20 11:52:52,"enugu, nigeria","['engrcotti', 'fidelity', 'bank', 'before', 'shoprite', 'pays', 'mint']",0.0,neutral
mapsmbokazi,2020-12-20 11:47:05,nelspruit | kamhlushwa | rsa,"['she', 'must', 'go', 'look', 'for', 'a', 'job', 'at', 'shoprite', 'and', 'stop', 'complaining', 'about', 'nonissue']",0.36,positive
enhle_mduu,2020-12-20 11:46:04,escape,"['itsjessssssss', 'maam', 'at', 'that', 'point', 'we', 'throw', 'hands', 'giving', 'me', 'very', 'much', 'shoprite', 'vibes']",0.35,positive
fvckgotti,2020-12-20 11:44:56,gottisburg ,"['went', 'jogging', 'yesterday', 'shoprite', 'sangotedo', 'my', 'legs', 'have', 'never', 'been', 'the', 'same', 'since']",0.0,neutral
fromwray,2020-12-20 11:44:32,,"['rt', 'weareteamicons', 'laycon', 'was', 'widely', 'received', 'today', 'by', 'icons', 'in', 'enugu', 'at', 'polo', 'park', 'mall', 'shoprite', 'the', 'reception', 'is', 'massive', 'go']",1.0,very_positive
yoitspboy,2020-12-20 11:44:14,☁️9,"['rt', 'bardboi', 'i', 'bought', 'shoprite', 'bread', 'last', 'night', 'and', 'this', 'morning', 'i', 'can', 'barely', 'lift', 'it', 'up', 'thick', 'af']",0.0,neutral
tanimolakolade,2020-12-20 11:44:02,,"['pepperdemm', 'get', 'ready', 'to', 'find', 'the', 'man', 'for', 'shoprite']",1.0,very_positive
chiya_simphiwe,2020-12-20 11:43:14,"westville, south africa","['fkolobe', 'shopritesa', 'confirm', 'if', 'the', 'address', 'is', 'really', 'shoprite', 'offices', 'did', 'you', 'write', 'a', 'proficiency', 'test', 'they', 'do']",0.0,neutral
nkanyis42277430,2020-12-20 11:41:16,,"['rt', 'peezyjr', 'maxwelltheledi', 'gpcommsafety', 'shoprite', 'has', 'illegal', 'foreigners', 'can', 'they', 'confiscate', 'spar', 'as', 'well', 'bottom', 'line', 'breaking', 'the']",0.0,neutral
shoprite_sa,2020-12-20 11:40:20,south africa,"['djladydi', 'hi', 'diana', 'thank', 'you', 'for', 'contacting', 'us', 'we', 'would', 'appreciate', 'the', 'opportunity', 'to', 'look', 'into', 'this', 'and', 'address']",0.0,neutral
ennie_1,2020-12-20 11:38:58,nigeria,"['brysonadahcole', 'you', 'should', 'be', 'able', 'to', 'get', 'an', 'audi', 'in', 'shoprite', 'maybe']",0.0,neutral
oj_banty,2020-12-20 11:38:42,,"['puremind', 'make', 'they', 'sha', 'no', 'close', 'the', 'liquor', 'part', 'of', 'shoprite', 'na', 'him', 'be', 'our', 'prayers']",0.36,positive
purpp19_,2020-12-20 11:38:11,"mob house, uk","['oluwatosinn', 'shoprite']",0.0,neutral
malawipage,2020-12-20 11:35:51,malawi,"['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.36,positive
victoriarindosh,2020-12-20 11:34:37,god's country - new jersey,"['generalzod1978', 'dwuhlfelderlaw', 'not', 'happening', 'on', 'my', 'order', 'call', 'w', 'butcher', 'at', 'shoprite', 'yesterday', 'i', 'asked', 'if']",0.0,neutral
