Names,Dates,Locations,Tweets,Polarity,Sentiment
chammy_vic,2020-12-21 13:39:48,come and buy ankara ,"['rt', 'iamezenwanyi', 'chammyvic', 'coalcity', 'go', 'to', 'shopritetheyre', 'by', 'the', 'food', 'court']",0.7,very_positive
chammy_vic,2020-12-21 13:39:45,come and buy ankara ,"['rt', 'henrym3n3z', 'chammyvic', 'coalcity', 'shoprite']",-0.4,negative
carolinenthaby,2020-12-21 13:36:42,,"['shopritesa', 'nzimasizwe', 'botshabelo', 'shoprite', 'is', 'worseone', 'will', 'think', 'it', 'comes', 'directly', 'from', 'them']",0.0,neutral
lesniaksenator,2020-12-21 13:35:51,"elizabeth, nj","['operation', 'santa', 'starts', 'tomorrow', 'santa', 'ray', 'lesniak', 'amp', 'his', 'trusty', 'elves', 'start', 'delivering', 'toys', 'and', 'meals', 'to', '100', 'deservi']",0.32,positive
henrym3n3z,2020-12-21 13:34:04,   localhost ,"['chammyvic', 'coalcity', 'shoprite']",0.7,very_positive
iamezenwanyi,2020-12-21 13:33:36,0247245532 alat,"['chammyvic', 'coalcity', 'go', 'to', 'shopritetheyre', 'by', 'the', 'food', 'court']",0.2,positive
rebecca_made,2020-12-21 13:32:40,"johannesburg, south africa","['rt', 'jmodice', 'few', 'years', 'ago', 'on', 'this', 'day', 'i', 'fainted', 'at', 'shoprite', 'because', 'of', 'mmm']",0.2,positive
real____jerry,2020-12-21 13:31:46,"lagos, nigeria","['kemiolunloyo', 'i', 'just', 'saw', 'you', 'now', 'inside', 'shoprite', 'in', 'sangotedo', 'my', 'day', 'is', 'made', 'today']",0.0,neutral
lute48155165,2020-12-21 13:28:31,,"['thieves', 'no', 'longer', 'dress', 'up', 'in', 'tattered', 'clothes', 'but', 'very', 'smart', 'these', 'people', 'are', 'confidently', 'walking', 'away', 'with', 'a', 'sho']",0.7,very_positive
therealhanyolo,2020-12-21 13:25:00,"new york, ny","['christhedm', 'oh', 'same', 'hat', 'everyone', 'in', 'my', 'life', 'is', 'about', 'to', 'get', 'shoprite', 'bags', 'lmao']",0.7,very_positive
mosimanedaboi,2020-12-21 13:24:21,afrika borwa ,"['they', 'should', 'start', 'issuing', 'out', 'di', 'licence', 'for', 'shopping', 'trolleysdia', 'boa', 'shoprite']",0.15,positive
eegho,2020-12-21 13:14:33,everywhere!!!!!,"['shopriteng', 'i', 'bought', 'some', 'jollof', 'rice', 'at', 'your', 'apapa', 'branch', 'and', 'this', 'is', 'the', '3rd', 'time', 'the', 'rice', 'will', 'smell', 'like', 'plast']",0.0,neutral
qwazylindie,2020-12-21 13:13:14,blantyre,"['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.0,neutral
jayson_1010,2020-12-21 13:13:14,mystic falls,"['rt', 'elisico2002', 'yesmyro', 'topeakinyode', 'henshawkate', 'as', 'in', 'eh', 'makng', 'life', 'hard', 'evry', 'blesseth', 'dayentr', 'bus', 'queuebank', 'queuebuy', 'bread', '4', 'shopr']",0.7,very_positive
malekachali,2020-12-21 13:10:48,,"['rt', 'thesubmarine1', 'hungry', 'lion', 'employees', 'going', 'to', 'buy', 'lunch', 'from', 'shoprite', 'but', 'thats', 'none', 'of', 'my', 'business']",-0.65,very_negative
plaaswag_sa,2020-12-21 13:05:47,south africa,"['rt', 'crimeairnetwork', 'armed', 'robbery', 'shoprite', 'checkers', 'overflow', 'warehouse', 'lower', 'germiston', 'rd', 'germiston', 'coe', 'gp', 'multiple', 'perps', 'all', 'dress']",0.7,very_positive
lambert_fan2014,2020-12-21 13:02:33,new jersey,"['elaine4animals', 'pre', 'pandemic', 'i', 'remember', 'a', 'customer', 'at', 'shoprite', 'told', 'me', 'to', 'smile', 'morea', 'manand', 'i', 'was', 'like', 'why']",0.2,positive
shoprite_sa,2020-12-21 13:00:01,south africa,"['get', 'automatic', 'entry', 'to', 'our', 'shopritewinacar', 'competition', 'when', 'you', 'swipe', 'your', 'xtrasavings', 'card', 'on', 'these', 'refreshing', 'd']",0.7,very_positive
jmodice,2020-12-21 12:59:11,mabopane 🔄 emalahleni,"['few', 'years', 'ago', 'on', 'this', 'day', 'i', 'fainted', 'at', 'shoprite', 'because', 'of', 'mmm']",0.7,very_positive
thabangmaliba_,2020-12-21 12:58:38,"cape town, south africa","['hlalelechaka', 'itsflexible', 'barondaniel02', 'deevybs', 'barackobama', 'lets', 'wait', 'patiently', 'for', 'his', 'response', 'remember', 'st']",0.7,very_positive
nkanyisosach,2020-12-21 12:57:24,south africa,"['guys', 'is', 'it', 'true', 'that', 'the', 'r350s', 'are', 'now', 'available', 'at', 'shoprites', 'money', 'market', 'ppl', 'are', 'running', 'up', 'n', 'down', 'going', 'there']",0.42,positive
danniedawn_,2020-12-21 12:56:20,she/her,"['rt', 'btsvnigeria', 'vday', 'in', 'nigeria', 'a', 'billboard', 'ad', 'will', 'be', 'displayed', 'and', 'it', 'will', 'run', 'for', '2', 'days', 'from', '30th', 'to', '31st', 'of', 'dec', 'location', 'insi']",0.7,very_positive
elisico2002,2020-12-21 12:55:12,nigeria,"['yesmyro', 'topeakinyode', 'henshawkate', 'as', 'in', 'eh', 'makng', 'life', 'hard', 'evry', 'blesseth', 'dayentr', 'bus', 'queuebank', 'queuebuy', 'bread']",0.7,very_positive
samir_5777,2020-12-21 12:52:04,"durban, south africa","['rt', 'maholesiyabonga', 'danielmarven', 'eg', 'sanlameskomfnb', 'shopritepep', 'zonkethey', 'created', 'opportunities', 'for', 'themselves', 'not', 'for', 'black', 'peo']",0.7,very_positive
chiefcebo_,2020-12-21 12:46:42,"johannesburg, south africa","['masipatshepiso', 'i', 'have', 'never', 'seen', 'a', 'male', 'cashier', 'at', 'boxer', 'checkers', 'and', 'shoprite', 'boksburg', 'never', 'i', 'have', 'been', 'shop']",0.7,very_positive
onitare,2020-12-21 12:45:47,,"['nor', 'go', 'shoprite', 'dey', 'look', 'for', 'live', 'chicken', 'even', 'dem', 'don', 'put', '800', 'to', '1000', 'naira', 'on', 'top']",0.7,very_positive
masipa_tshepiso,2020-12-21 12:42:29,pretoria,"['chiefcebo', 'shoprite', 'boxer', 'usave', 'have', 'male', 'cashiers']",0.7,very_positive
p_phumo,2020-12-21 12:41:23,"south africa, rich estate🇿🇦","['thelupuswarrior', 'mynsfas', 'shopritesa', 'i', 'blame', 'mynsfas', 'for', 'putting', 'us', 'in', 'that', 'position', 'to', 'begin', 'withwhy', 'didnt']",0.7,very_positive
godfreymulengmf,2020-12-21 12:37:04,"lusaka, zambia","['thesubmarine1', 'in', 'shoprite', 'there', 'is', 'nshima', 'boss']",0.0,neutral
ruffp08,2020-12-21 12:35:42,makurung ga_mphahlele ⚽😀👻🎵,"['think', 'before', 'you', 'talk', 'example', 'u', 'want', 'shops', 'like', 'shoprite', 'and', 'spar', 'to', 'close', 'coz', 'at', 'this', 'jiffy', 'thats', 'where', 'they']",0.0,neutral
shoprite_sa,2020-12-21 12:29:58,south africa,"['jayphlexza', 'hi', 'there', 'we', 'are', 'sorry', 'to', 'hear', 'this', 'as', 'we', 'want', 'all', 'our', 'customers', 'to', 'have', 'a', 'pleasant', 'shopping', 'experienc']",0.0,neutral
shoprite_sa,2020-12-21 12:27:44,south africa,"['tinar12', 'hi', 'tina', 'we', 'have', 'not', 'received', 'anything']",0.0,neutral
bongimbonwa,2020-12-21 12:27:17,"chatsworth, south africa","['guguk87463126', 'shopritesa', 'checkerssa', 'debonairspizza', 'cakebossbuddy', 'thank', 'you', 'soo', 'much', 'sister']",0.0,neutral
benita59930540,2020-12-21 12:27:15,somewhere!!!,"['rt', 'crimeairnetwork', 'armed', 'robbery', 'shoprite', 'checkers', 'overflow', 'warehouse', 'lower', 'germiston', 'rd', 'germiston', 'coe', 'gp', 'multiple', 'perps', 'all', 'dress']",-0.6,very_negative
nasonmuks,2020-12-21 12:26:25,somewhere in the weldi🌍,"['rt', 'mummymyrian', 'thesubmarine1', 'because', 'the', 'dont', 'get', 'paid', 'enough', 'and', 'shoprite', 'has', 'affordable', 'foodalso', 'they', 'are', 'tired', 'of', 'the', 'food']",0.0,neutral
jayphlex_za,2020-12-21 12:25:31,"johannesburg, south africa","['shopritesa', 'nzimasizwe', 'please', 'attend', 'shoprite', 'at', 'sebokeng', 'plaza', 'also', 'their', 'cashiers', 'told', 'me', 'that', 'students', 'are', 'n']",0.0,neutral
victorvheerden,2020-12-21 12:23:25,,"['rt', 'maholesiyabonga', 'danielmarven', 'eg', 'sanlameskomfnb', 'shopritepep', 'zonkethey', 'created', 'opportunities', 'for', 'themselves', 'not', 'for', 'black', 'peo']",0.2,positive
epidemix_gh,2020-12-21 12:23:02,,"['azeybeats', 'oh', 'yawa', 'ome', 'i', 'teleport', 'go', 'shoprite', 'come']",0.2,positive
shoprite_sa,2020-12-21 12:17:56,south africa,"['rothmansarie', 'hi', 'sarie', 'we', 'are', 'concerned', 'to', 'hear', 'this', 'please', 'dm', 'us', 'more', 'information', 'as', 'well', 'as', 'the', 'name', 'of', 'the', 'sto']",1.0,very_positive
tobybabyy__,2020-12-21 12:15:09,your tl ,"['rt', 'teabuddyenugu', 'when', 'nkanu', 'babes', 'finally', 'visit', 'shoprite', 'ihewe', 'ejewe', 'eme', 'uchennaaniakor']",0.0,neutral
davidrapia,2020-12-21 12:13:23,"pretoria, south africa","['rt', 'teezypromking', 'ive', 'spent', '1', 'hour', 'ko', 'shoprite', 'ke', 'gatile', 'r200', 'kgante', 'e', 'wisitse', 'ke', 'nna']",0.7,very_positive
daveelma,2020-12-21 12:12:02,on top,"['ableka', 'the', 'first', 'one', 'bikothe', 'last', 'time', 'someone', 'kissed', 'me', 'in', 'front', 'of', 'shoprite', 'i', 'wanted', 'the', 'ground', 'to', 'open', 'and']",0.42,positive
mummymyrian,2020-12-21 12:05:36,,"['thesubmarine1', 'because', 'the', 'dont', 'get', 'paid', 'enough', 'and', 'shoprite', 'has', 'affordable', 'foodalso', 'they', 'are', 'tired', 'of', 'the', 'food']",0.0,neutral
mnqobimtolo,2020-12-21 12:00:30,richards bay,"['jackdevero', 'shilungwamhinga', 'best', 'plan', 'withdraw', 'cash', 'from', 'shoprite', 'en', 'pay', 'cash', 'at', 'the', 'clubsu', 'wil', 'neva', 'see', 'any', 'club', 'swipes', 'on', 'my', 'statement']",0.0,neutral
tina_r12,2020-12-21 11:52:51,south africa,"['shopritesa', 'thanks', 'done']",0.2,positive
ecoonwamba,2020-12-21 11:51:04,nigeria,"['hellodecember', 'we', 're', 'all', 'witnesses', 'christmas', 'best', 'season', 'im', 'december', 'bornproudly', 'black', 'igbo', 'africa', 'cornucop']",0.0,neutral
shoprite_sa,2020-12-21 11:50:39,south africa,"['tinar12', 'hi', 'tina', 'please', 'dm', 'us', 'a', 'picture', 'of', 'your', 'till', 'slip', 'as', 'well', 'as', 'your', 'cell', 'phone', 'number', 'so', 'we', 'can', 'look', 'into', 'this', 'for', 'you']",0.4,positive
israelpandu,2020-12-21 11:48:46,windhoek,"['rt', 'mrhauwangah', 'i', 'stand', 'with', 'shoprite', 'workers']",0.7,very_positive
qwabema,2020-12-21 11:47:29,durban,"['madamzoe', 'bindlovukazi', 'kanti', 'nihola', 'malini7k', 'for', 'only', '4', 'people', 'try', 'shoprite', 'you', 'will', 'never', 'pay', 'that', 'much']",0.6,very_positive
sarah47336198,2020-12-21 11:45:52,south africa,"['rt', 'harvestimesa', 'lets', 'test', 'your', 'chef', 'skills', 'name', 'the', 'harvestime', 'hero', 'product', 'chefdedewyt', 'used', 'to', 'make', 'this', 'delicious', 'meal', 'answer', 'i']",1.0,very_positive
makemeahandle,2020-12-21 11:45:26,namibia,"['rt', 'mrhauwangah', 'i', 'stand', 'with', 'shoprite', 'workers']",0.25,positive
maholesiyabonga,2020-12-21 11:44:55,"soweto, south africa","['danielmarven', 'eg', 'sanlameskomfnb', 'shopritepep', 'zonkethey', 'created', 'opportunities', 'for', 'themselves', 'not', 'for', 'black']",0.7,very_positive
renxnevondo,2020-12-21 11:43:11,"diepkloof, south africa","['rt', 'crimeairnetwork', 'armed', 'robbery', 'shoprite', 'checkers', 'overflow', 'warehouse', 'lower', 'germiston', 'rd', 'germiston', 'coe', 'gp', 'multiple', 'perps', 'all', 'dress']",0.42,positive
larminah,2020-12-21 11:39:32,anywhere & everywhere,"['wildflower893', 'goddowealth', 'smithsydny', 'yemifirstson', 'mandomly', 'dekunle1', 'omagugu', 'maxxymum', 'scarfaceoap']",0.38,positive
ndlela45_,2020-12-21 11:34:27,,"['at', 'shoprite', 'you', 'pack', 'your', 'own', 'groceries', 'if', 'you', 'dont', 'have', 'packing', 'skills']",0.0,neutral
douglascibala,2020-12-21 11:33:12,"lusaka,zambia","['rt', 'thesubmarine1', 'hungry', 'lion', 'employees', 'going', 'to', 'buy', 'lunch', 'from', 'shoprite', 'but', 'thats', 'none', 'of', 'my', 'business']",0.38,positive
thori_tk,2020-12-21 11:26:57,south africa🇿🇦,"['rt', 'adelesbabydaddy', 'nah', 'you', 'just', 'smoking', 'that', 'shoprite', 'checkers']",-0.6,very_negative
undeaniable,2020-12-21 11:24:10,nizong'thola phambili.,"['rt', 'kekatli', 'shoprite', 'liquor', 'i', 'think']",0.25,positive
benittaaaaaa,2020-12-21 11:14:49,,"['rt', 'newsonnbc', 'shoprite', 'checkers', 'and', 'u', 'save', 'workers', 'to', 'strike', 'on', 'monday', 'over', 'poor', 'salaries']",0.38,positive
ashantetheron,2020-12-21 11:13:23,,"['koosmogale1', 'am', 'far', 'from', 'shoprite']",0.28,positive
kekatli,2020-12-21 11:10:41,,"['shoprite', 'liquor', 'i', 'think']",0.38,positive
loochiiee,2020-12-21 11:08:04,,"['chemicalboyy', '25k', 'as', 'a', 'waiter', 'in', 'shoprite']",0.38,positive
olivorang,2020-12-21 11:01:12,"lagos, nigeria","['experience', 'unique', 'wave', 'of', 'freshness', 'with', 'our', 'new', 'shower', 'to', 'shower', 'deodorant', 'specially', 'made', 'to', 'keep', 'the', 'active', 'man']",0.38,positive
bogdanlless,2020-12-21 10:56:00,"brussels, belgium","['rt', 'retailingafrica', '21interviews', 'community', 'support', 'will', 'win', 'loyal', 'customers', 'says', 'sanjeevraghubir', 'sustainability', 'manager', 'shopritesa']",0.7,very_positive
shoprite_sa,2020-12-21 10:54:43,south africa,"['brakox', 'hi', 'bra', 'kox', 'we', 'sincerely', 'apologise', 'for', 'the', 'experience', 'kindly', 'advise', 'which', 'store', 'you', 'visited', 'and', 'we', 'will', 'contact', 'them', 'kind', 'regards']",0.38,positive
retailingafrica,2020-12-21 10:53:53,"cape town, south africa","['21interviews', 'community', 'support', 'will', 'win', 'loyal', 'customers', 'says', 'sanjeevraghubir', 'sustainability', 'manager']",0.55,very_positive
slacker1x,2020-12-21 10:52:55,lp\gp,"['rt', 'adelesbabydaddy', 'nah', 'you', 'just', 'smoking', 'that', 'shoprite', 'checkers']",0.7,very_positive
vsxvr,2020-12-21 10:50:40,present and the other world ,"['rt', 'adelesbabydaddy', 'nah', 'you', 'just', 'smoking', 'that', 'shoprite', 'checkers']",0.38,positive
claeusdev,2020-12-21 10:50:25,"dalian, china","['got', 'a', 'shoprite', 'gift', 'card', 'from', 'work', 'dont', 'even', 'know', 'what', 'to', 'use', 'it', 'for']",0.7,very_positive
imakhuzeni,2020-12-21 10:49:55,"klerksdorp, south africa","['damn', 'i', 'was', 'scared', 'withdraw', 'alot', 'of', 'money', 'from', 'shoprite', 'this', 'lady', 'in', 'a', 'que', 'said', 'she', 'forgot', 'her', 'id']",0.38,positive
shoprite_sa,2020-12-21 10:48:49,south africa,"['umamawevibe', 'hi', 'thobeka', 'thank', 'you', 'for', 'getting', 'in', 'touch', 'please', 'enquire', 'at', 'your', 'nearest', 'shoprite', 'regarding', 'products']",0.5,very_positive
kholofelokim,2020-12-21 10:48:47,"johannesburg, south africa","['shopritesa', 'nzimasizwe', 'shprite', 'you', 'are', 'not', 'sorry', 'we', 'are', 'tired', 'of', 'you']",0.38,positive
kholofelokim,2020-12-21 10:48:16,"johannesburg, south africa","['shopritesa', 'apsasongongo', 'its', 'useles', 'because', 'we', 'always', 'conolain', 'but', 'nothing', 'is', 'ever', 'done', 'about', 'your', 'rude', 'cashiers']",0.38,positive
thelupuswarrior,2020-12-21 10:48:05,"pretoria, south africa","['pphumo', 'mynsfas', 'shopritesa', 'yhooo', 'it', 'was', 'like', 'we', 'were', 'asking', 'them', 'shopritesa', 'cashiers', 'for', 'their', 'own', 'pay', 'and', 'we']",0.7,very_positive
tyga_mavric,2020-12-21 10:47:32,pretoria - hatfield,"['mynsfas', 'what', 'about', 'us', 'students', 'from', 'universities', 'eapecially', 'unisa', 'we', 'are', 'tired', 'of', 'using', 'intellimali', 'having', 'to', 'w']",0.38,positive
iamprincewell,2020-12-21 10:47:25,"lagos, nigeria ","['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.78,very_positive
stancobadmon,2020-12-21 10:42:52,south africa,"['rt', 'adelesbabydaddy', 'nah', 'you', 'just', 'smoking', 'that', 'shoprite', 'checkers']",0.38,positive
thesubmarine1,2020-12-21 10:40:56,zambia,"['hungry', 'lion', 'employees', 'going', 'to', 'buy', 'lunch', 'from', 'shoprite', 'but', 'thats', 'none', 'of', 'my', 'business']",0.3,positive
ezinne_dee,2020-12-21 10:40:50,abuja / enugu,"['estdidi', 'jasminenaza', 'he', 'could', 'have', 'even', 'said', 'shoprite', 'who', 'still', 'goes', 'to', 'ntachi']",0.38,positive
adelesbabydaddy,2020-12-21 10:38:51,pluto 🌌,"['nah', 'you', 'just', 'smoking', 'that', 'shoprite', 'checkers']",0.0,neutral
umamawevibe,2020-12-21 10:36:25,"johannesburg, south africa","['dear', 'shopritesa', 'khona', 'this', 'thing']",0.0,neutral
laudiumsun,2020-12-21 10:32:31,"laudium, centurion, pretoria ","['you', 'can', 'make', 'your', 'payments', 'through', 'etshwane', 'or', 'at', 'accredited', 'thirdparty', 'pay', 'points', 'such', 'as', 'the', 'post', 'office', 'pick']",0.38,positive
olusegunoluwol4,2020-12-21 10:31:54,,"['odiskylamba', 'solextrixlicit', 'islimfit', 'imlifestylez', 'you', 'want', 'to', 'come', 'and', 'add', 'to', 'the', 'number', 'alausa', 'opposite', 'shoprite', 'on', 'awolowo', 'way']",0.38,positive
papizwane,2020-12-21 10:31:07,,"['lindantuli035', 'dischem', 'takealot', 'shoprite', 'checkers']",0.38,positive
uchenna_aniakor,2020-12-21 10:16:07,"enugu, nigeria","['rt', 'teabuddyenugu', 'when', 'nkanu', 'babes', 'finally', 'visit', 'shoprite', 'ihewe', 'ejewe', 'eme', 'uchennaaniakor']",0.38,positive
romazumdar,2020-12-21 10:12:46,"kitwe,zambia","['mom', 'won', 'one', 'of', 'those', 'shoprite', 'competitions', 'at', 'the', 'till', 'where', 'her', 'entire', 'bill', 'at', 'that', 'moment', 'was', 'turned', 'to', 'zero', 'and']",0.38,positive
maatraramessu,2020-12-21 10:07:18,"accra, ghana 🇬🇭","['ausambgha', 'ghanamfa', 'ghananewsagency', 'mynewsghana', 'newsghana', 'ghanadailygra', 'bloggingghana', 'datvghana', 'ydghana']",0.38,positive
xente_app,2020-12-21 10:07:10,"kampala, uganda","['looking', 'for', 'christmas', 'hampers', 'to', 'gift', 'colleagues', 'enjoy', 'hustle', 'free', 'office', 'shopping', 'from', 'shoprite', 'with', '10k', 'cash', 'bac']",0.0,neutral
hileni44,2020-12-21 10:05:50,windhoek,"['belissimmmaaa', '264', '814771960', 'sophie', 'she', 'works', 'close', 'to', 'shoprite']",0.38,positive
bra_kox,2020-12-21 10:05:45,"pretoria, south africa","['2020', 'is', 'a', 'scam', 'shopritesa']",0.38,positive
crystalsola,2020-12-21 10:04:31,"ibadan, nigeria","['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.38,positive
lifutsom,2020-12-21 10:04:01,,"['pabimoloi', 'shoprite', 'xtra', 'savings', 'kick', 'ass', 'followed', 'by', 'ucount', 'rewards']",0.38,positive
shoprite_sa,2020-12-21 10:00:01,south africa,"['get', 'instant', 'cash', 'savings', 'on', 'christmas', 'gifts', 'save', '25', 'on', 'toiletry', 'gift', 'sets', 'when', 'you', 'swipe', 'your', 'xtra', 'savings', 'car']",0.38,positive
simnom_n,2020-12-21 09:54:35,"kaduna, nigeria","['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.38,positive
mafiwa2,2020-12-21 09:54:24,pretoria/polokwane,"['leoskosana', 'thicknack', 'imcocomash', 'they', 'allowed', 'motsepe', 'to', 'form', 'that', 'tyme', 'bank', 'thing', 'just', 'silence', 'any', 'complaints']",0.38,positive
nurse_jp,2020-12-21 09:43:51,"redhill, england","['adeola', 'allnurses', 'shawnifee', 'volqx', 'savvyrinu', 'waxzyy', 'mrobi', 'kelvinossai', 'realdreylo', 'ewawunmiii', 'see', 'as', 'yo']",1.0,very_positive
najejh,2020-12-21 09:39:50,,"['doodie25', 'facts', 'you', 'saw', 'how', 'i', 'dipped', 'on', 'niggas', 'when', 'we', 'had', 'to', 'do', 'that', 'shoprite', 'out', 'wildwood']",0.38,positive
adaramoyejoshua,2020-12-21 09:39:47,,"['tontolet', 'i', 'will', 'use', 'it', 'to', 'get', 'wears', 'for', 'my', 'kids', 'and', 'to', 'take', 'them', 'to', 'shoprite', 'for', 'the', 'first', 'time', 'wholsmorien', 'thanks']",0.38,positive
teejay_twit,2020-12-21 09:37:55,right behind you,"['kemiolunloyo', 'shoprite']",0.38,positive
thedreamjunkie_,2020-12-21 09:35:54,abuja/kaduna nigeria,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.38,positive
kenneth08583909,2020-12-21 09:31:42,,"['shopritesa', 'thank', 'you']",0.38,positive
shoprite_sa,2020-12-21 09:28:23,south africa,"['kenneth08583909', 'hi', 'kenneth', 'thank', 'you', 'for', 'getting', 'in', 'touch', 'our', 'promos', 'and', 'competitions', 'are', 'only', 'posted', 'on', 'our', 'own']",0.38,positive
fad_hills,2020-12-21 09:27:25,owino market,"['rt', 'biancanyira', 'did', 'you', 'know', 'a', 'bottle', 'of', 'nile', 'is', 'at', '2500', 'ug', 'shs', 'at', 'shoprite', 'luggogo']",0.38,positive
kenneth08583909,2020-12-21 09:27:15,,"['shopritesa', 'how', 'true', 'is', 'this']",0.38,positive
g_johnbaptist,2020-12-21 09:26:01,"kampala, uganda","['rt', 'biancanyira', 'did', 'you', 'know', 'a', 'bottle', 'of', 'nile', 'is', 'at', '2500', 'ug', 'shs', 'at', 'shoprite', 'luggogo']",0.5,very_positive
teebogo7,2020-12-21 09:25:08,,"['rt', 'pphumo', 'mynsfas', 'thank', 'you', 'shopritesa', 'cashiers', 'used', 'to', 'treat', 'us', 'like', 'cabbage', 'everytime', 'we', 'wanted', 'our', 'allowances', 'they', 'were', 'so', 'jealou']",0.7,very_positive
mnaphtalie_,2020-12-21 09:24:37,"polokwane, south africa","['thatzeezee', 'madamzoe', 'bindlovukazi', 'i', 'think', 'it', 'depends', 'where', 'you', 'buy', 'someone', 'can', 'buy', 'koo', 'baked', 'beans', 'at', 'shoprite', 'f']",0.0,neutral
jozman303,2020-12-21 09:23:21,"germiston, south africa","['rt', 'skosanaboyse', 'please', 'help', 'my', 'grandmother', 'build', 'a', 'house', 'please', 'make', 'special', 'christmas', 'for', 'her', 'please', 'my', 'telephone', 'number', 'is', '071', '20']",0.5,very_positive
p_phumo,2020-12-21 09:19:25,"south africa, rich estate🇿🇦","['kgapholaprayer', 'nontobe83955155', 'mynsfas', 'shopritesa', 'bafo', 'go', 'straight', 'to', 'the', 'manager', 'they', 'are', 'not', 'doing', 'us', 'a', 'fav']",0.0,neutral
kgapholaprayer,2020-12-21 09:13:34,,"['pphumo', 'nontobe83955155', 'mynsfas', 'shopritesa', 'youre', 'right', 'bafo', 'some', 'of', 'us', 'were', 'even', 'afraid', 'to', 'ask', 'just', 'for', 'a', 'm']",0.0,neutral
xaniyah__,2020-12-21 09:12:46,,"['shoprite', 'fried', 'chicken', 'be', 'mad', 'good', 'and', 'crispy', 'lol']",0.0,neutral
p_phumo,2020-12-21 09:08:19,"south africa, rich estate🇿🇦","['apsasongongo', 'shopritesa', 'they', 'dont', 'take', 'complaints', 'seriously', 'thats', 'why', 'i', 'wont', 'bother', 'replying', 'to', 'them']",0.3,positive
magampa_kagiso,2020-12-21 09:07:16,,"['rt', 'shopritesa', 'get', 'your', 'christmas', 'gifts', 'for', 'less', 'while', 'shopping', 'for', 'your', 'groceries', 'find', 'gifts', 'for', 'him', 'for', 'her', 'and', 'even', 'for', 'the', 'kids', 'a']",0.0,neutral
p_phumo,2020-12-21 09:07:12,"south africa, rich estate🇿🇦","['nontobe83955155', 'mynsfas', 'shopritesa', 'i', 'remember', 'this', 'one', 'day', 'i', 'went', 'from', 'cashier', 'to', 'cashier', 'because', 'they', 'were', 'ref']",0.2,positive
el_serliez,2020-12-21 09:03:47,daʊʀa,"['itzchamo', 'no', 'wonder', 'its', 'your', 'first', 'time', 'at', 'shoprite']",1.0,very_positive
_enoh,2020-12-21 08:58:44,"kampala, uganda","['rt', 'biancanyira', 'did', 'you', 'know', 'a', 'bottle', 'of', 'nile', 'is', 'at', '2500', 'ug', 'shs', 'at', 'shoprite', 'luggogo']",1.0,very_positive
johnziita,2020-12-21 08:57:58,windhoek,"['rt', 'mrhauwangah', 'i', 'stand', 'with', 'shoprite', 'workers']",1.0,very_positive
biancanyira,2020-12-21 08:57:02,africa,"['did', 'you', 'know', 'a', 'bottle', 'of', 'nile', 'is', 'at', '2500', 'ug', 'shs', 'at', 'shoprite', 'luggogo']",1.0,very_positive
teezy_promking,2020-12-21 08:56:44,"soshanguve, south africa","['ive', 'spent', '1', 'hour', 'ko', 'shoprite', 'ke', 'gatile', 'r200', 'kgante', 'e', 'wisitse', 'ke', 'nna']",1.0,very_positive
izaay_youngmula,2020-12-21 08:55:38,dirty jerz,"['i', 'really', 'caught', 'a', 'shoplifter', 'at', 'shoprite', 'and', 'got', 'a', '5', 'voucher', 'wow']",1.0,very_positive
giftsommy,2020-12-21 08:55:11,johannesburg,"['rt', 'aprilthabiso1', 'danielmarven', 'officialsassa', 'feziledabidm', 'covidfreenation', 'officialsassa', 'sasolsa', 'shopritesa', 'picknpay', 'checkerssa']",1.0,very_positive
checkerssa,2020-12-21 08:50:07,"brackenfell, cape town","['aceighmajesty', 'the', 'delush', 'deal', 'is', 'still', 'valid', 'but', 'at', 'shoprite', 'liquor', 'shop', 'only']",1.0,very_positive
dk_dax,2020-12-21 08:49:37,"cape town, south africa","['rt', 'cmassala', 'dkdax', 'at', 'the', 'same', 'time', 'shoprite', 'group', 'pay', 'cheaper', 'rate', 'then', 'pick', 'n', 'pay', 'for', 'its', 'tellers', 'and', 'shelves', 'workers']",1.0,very_positive
